	ANY	DATA_APROVACIO	DESCRIPCIO	NOM_CURT	NOM_OFICIAL	NOM_P	SEXE_P
3703	1989.0	21/07/1989	Carles Riba i Bracons (Barcelona, 1893 - 1959). Escriptor i humanista. Estudià dret i lletres, i es doctorà el 1938. Fou catedràtic de grec a la Fundació Bernat Metge i el 1949, en tornar de l'exili, en fou director.	Camí Pebràs	Camí del Pebràs	Carles	M
3705	1989.0	21/07/1989	Josep Solé i Barberà (Llívia, 1913 - Barcelona, 1988). Polític i advocat. Diputat del PSUC a les Corts espanyoles (1977 i 1979). Participà en la ponència que redactà l'Estatut de Sau (1978).	Esc Font del Mont	Escales de la Font del Mont	Josep	M
3707	1989.0	03/11/1989	Arnold Schönberg (Viena, 1874 - Los Angeles, 1951). Compositor. Autor d'obres didàctiques molt importants que influïren en la transformació del llenguatge musical del segle XX.	Camí Boscà	Camí Boscà	Arnold	M
3709	1989.0	27/11/1989	Antoni Batlle i Mestre (Sitges, 1888 - Barcelona, 1955). Sacerdot, pedagog i dirigent escolta. Doctor en filosofia i en teologia. Fou deixeble del cardenal Gomà i tingué una gran amistat amb el cardenal Vidal i Barraquer. Com a pedagog, fou professor de l'Escola del Mar i de l'Escola Blanquerna, i secretari del Seminari Laboratori de Pedagogia de la Mancomunitat de Catalunya (1918 - 1921).	Santa Olívia	Carrer de Santa Olívia	Antoni	M
3710	1990.0	19/02/1990	Buenaventura Durruti Dumange (Lleó, 1896 - Madrid, 1936). Dirigent anarquista. Era mecànic i inicià la seva activitat sindical a la Unió de Metal·lúrgics (1912), així mateix s'afilià a la CNT-FAI. Morí al capdavant de la seva columna a les portes de Madrid.	Parc Sant Martí	Parc de Sant Martí	Buenaventura	M
3711	1992.0	24/12/1992	Joan Miró i Ferrà (Barcelona, 1893 - Palma de Mallorca, 1983). Pintor i escultor. Creà el Centre d'Estudis d'Art Contemporani, Fundació Miró.	Ptja Mar Bella	Platja de la Mar Bella	Joan	M
3712	1992.0	24/12/1992	Salvador Espriu i Castelló (Santa Coloma de Farners, 1913 - Barcelona, 1985). Escriptor, poeta i autor teatral. El 1982 rebé la Medalla d'Or de la Ciutat de Barcelona i rebutjà la Creu d'Alfons X el Savi.	Parc Clot	Parc del Clot	Salvador	M
3713	1992.0	24/12/1992	Rosa Sensat i Vilà (el Masnou, 1873 - Barcelona, 1961). Mestra. Directora de l'Escola de Bosc de l'Ajuntament de Barcelona (1914 - 1930) i del Grup Escolar Milà i Fontanals del Patronat Escolar (1930 - 1939).	Pl Can Robacols	Plaça de Can Robacols	Rosa	F
3714	1992.0	24/12/1992	Josep Lluís Sert i López (Barcelona, 1902 - 1983). Arquitecte titulat a Barcelona el 1928. Treballà a París amb Le Corbusier. Cofundador del GATCPAC. Fou el principal aglutinador a Catalunya del moviment racionalista. Després de la guerra es traslladà als Estats Units i a partir de 1953 dirigí la Facultat d'Arquitectura de Harvard com a successor de Gropius.	Pl Palmera S Martí	Plaça de la Palmera de Sant Martí	Josep	M
3715	1994.0	24/03/1994	Frederic Mompou i Dencausse (Barcelona, 1893 - 1987). Músic. Començà els estudis a Barcelona i els amplià a París amb Ferdinand Motte-Lacroix i Marcel Samuel-Rousseau. El contacte amb la nova escola francesa ?un concert de Fauré a Barcelona? l'empenyé cap a la creació musical.	Jard Vil·la Cecíli	Jardins de Vil·la Cecília	Frederic	M
3716	1992.0	24/12/1992	Joan Oliver i Sallarès (Sabadell, 1899 - Barcelona, 1986). Escriptor. Entre d'altres, guanyà el Premi del Teatre Català de la Comèdia (1938), el premi Ausiàs March, el premi de la Lletra d'Or i el Premi d'Honor de les Lletres Catalanes (1970).	Parc Can Sabater	Parc de Can Sabater	Joan	M
3717	1993.0	19/01/1993	Jaume Vicens i Vives (Girona, 1910 - Lió, 1960). Historiador. Estudià filosofia i lletres a Barcelona (1926 - 1930), on tingué com a mestres Antonio de la Torre i Pere Bosch i Gimpera. Catedràtic de geografia i història de l'Institut de Figueres, i d'història moderna de les universitats de Saragossa i de Barcelona (1947). Prolífic autor.	Parc Creueta Coll	Parc de la Creueta del Coll	Jaume	M
3729	1990.0	27/03/1990	Rafael Benet i Vancells (Terrassa, 1889 - Barcelona, 1979). Pintor i tractadista d'art. President del Cercle Artístic de Sant Lluc (1929); membre de l'Acadèmia de Belles Arts de Sant Jordi i de la Societat Catalana d'Estudis Històrics, i corresponent de l'Acadèmia de San Fernando. Cavaller de l'Orde de les Arts i de les Lletres (1959).	Parc Carmel	Parc del Carmel	Rafael	M
3731	1990.0	27/07/1990	Víctor Jara (Chillán, 1938 - 1973). Cantautor i director teatral.	Pl Z Camprubí	Plaça de Zenòbia Camprubí	Víctor	M
3732	1990.0	27/07/1990	Margarida Xirgu i Subirà (Molins de Rei, 1888 - Montevideo, 1969). Actriu. Treballà a la companyia de Josep Santpere. Posteriorment, es convertí en primera figura del teatre castellà a Madrid.	Jard Can Batllori	Jardins de Can Batllori	Margarida	F
3733	1990.0	27/07/1990	Rosa Sabater i Parera (Barcelona, 1927 - Mejorada del Campo, 1983). Pianista. Fou professora dels cursos internacionals de Santiago de Compostel·la i del Conservatori de Friburg.	Jard Can Feu	Jardins de Can Feu	Rosa	F
3735	1990.0	27/07/1990	Aureli Maria Escarré i Jané (l'Arboç, 1908 - Barcelona, 1968). Monjo benedictí. Ingressà al monestir de Montserrat el 1923 i fou ordenat sacerdot el 1933. Després del 19 de juliol de 1936 pogué passar a Itàlia, gràcies a la protecció de la Generalitat. Al gener de 1939, tornà al monestir de Montserrat i fou confirmat com a prior. Fou abat coadjutor de l'abat Marcet (1941). La seva postura crítica amb el Govern el convertí en símbol i representant de l'Església catalana. El 1965 es veié obligat a abandonar Catalunya i es traslladà al monestir de Viboldone (Llombardia). El 1966 hagué de renunciar al títol d'abat de Montserrat.	J Puig i Pidemunt	Carrer de Joaquim Puig i Pidemunt	Aureli	i
3743	1992.0	15/05/1992	Pius Font i Quer (Lleida, 1888 - Barcelona, 1964). Doctor en farmàcia i llicenciat en ciències químiques. Director del Museu de Ciències Naturals de Barcelona (1921). Publicà Diccionario de Botánica (1933).	Pl C Pi i Sunyer	Plaça de Carles Pi i Sunyer	Pius	M
3757	1991.0	11/03/1991	Albert Badia Mur (Barcelona, 1899 - 1971). Sindicalista i lluitador en defensa dels obrers. El 1950 començà a treballar a la fàbrica ENASA (Pegaso). Milità al PSUC i participà en la vaga dels tramvies de 1951. Fou empresonat diverses vegades i sotmès a un consell de guerra que el desterrà a un poble de Terol.	Joan Oliver	Carrer de Joan Oliver	Albert	M
3763	1991.0	11/03/1991	Gerard, Grau o Guerau Piera i Piera, àlies Guelardo (1831 - 1906). Alcalde de l'antic poble de les Corts del 1871 al 1897, any en què s'agregà a Barcelona. També era administrador de les finances municipals.	Amsterdam	Carrer d'Amsterdam	Gerard,	i
3764	1991.0	14/06/1991	Josep M. Batista i Roca (Barcelona, 1895 - 1978). Historiador, etnòleg i polític. Fou un dels fundadors de l'Arxiu d'Etnografia i Folklore de Catalunya (1917). Fundà l'organització dels Minyons de Muntanya. El 1939 s'exilià a Anglaterra, on continuà treballant per donar a conèixer la cultura catalana.	Anvers	Carrer d'Anvers	Josep	M
3768	1991.0	14/06/1991	Félix Rodríguez de la Fuente (Poza de la Sal, 1928 - Shaktoolik, 1980). Naturalista. Estudià medicina i odontologia, però de seguida col·laborà amb el Servei Nacional de Pesca Fluvial i Caça. Es féu molt popular gràcies a la realització de programes documentals per a la televisió sobre la vida i el comportament dels animals.	Los Angeles	Carrer de Los Angeles	Félix	M
3770	1991.0	14/06/1991	Jordi Rubió i Balaguer (Barcelona, 1887 - 1982). Professor, catedràtic, bibliotecari i investigador. Entre altres càrrecs i mèrits, destaquen: president de l'Institut d'Estudis Catalans (1968 - 1970) i Premi d'Honor de les Lletres Catalanes (1969).	Pl Rafael Benet	Plaça de Rafael Benet	Jordi	M
3773	1991.0	14/06/1991	Christian Friederich Samuel Hahnemann Spiess (Meissen, 1755 - París, 1843). Metge, fundador de l'homeoteràpia.	Pl Margarida Xirgu	Plaça de Margarida Xirgu	Christian	M
3774	1991.0	14/06/1991	Caterina Albert i Paradís (l'Escala, 1869 - 1966). Novel·lista, narradora, autora teatral i poetessa naturalista coneguda amb el pseudònim de Víctor Català.	Pl Rosa Sabater	Plaça de Rosa Sabater	Caterina	F
3780	1991.0	14/06/1991	Marià Cañardo i Lacasta (Olite, 1906 - Barcelona, 1987). Corredor ciclista.	Port Olímpic	Port Olímpic	Marià	i
3782	1991.0	02/07/1991	Antoni Alberdi Aguirrezabal (Durango, 1893 - Bilbao, 1986). Compositor i organista. Fill de Lope Alberdi i deixeble de l'Escola Municipal de Música de Barcelona.	Moll Mestral	Moll de Mestral	Antoni	M
3783	1991.0	02/07/1991	Josep Fontserè i Mestre (Barcelona, 1829 - 1897). Mestre d'obres. Va guanyar el concurs per al parc de la Ciutadella de Barcelona amb el lema «Els jardins són a les ciutats el que els pulmons al cos humà». Els seus ajudants foren els estudiants d'arquitectura Cristòfor Cascante i Antoni Gaudí.	Moll Gregal	Moll de Gregal	Josep	M
3785	1991.0	01/08/1991	Josep Climent i Avinent (Castelló de la Plana, 1706 - 1781). Bisbe de Barcelona (1766 - 1775). Un dels prelats il·lustrats més prestigiosos que regentaren la diòcesi durant la segona meitat del segle XVIII.	Doctor Font i Quer	Carrer del Doctor Font i Quer	Josep	M
3788	1991.0	01/08/1991	Carles I (Gant, 1500 - Yuste, 1558). Emperador romanogermànic i rei de Castella i de Catalunya i Aragó.	Plta Creu Magòria	Placeta de Creu de Magòria	Carles	M
3789	1991.0	01/08/1991	Dolça I de Provença (1095 - 1127). Comtessa de Barcelona i de Provença, vescomtessa de Millau, Gavaldà i part de Carlat. Fou la tercera muller de Ramon Berenguer III de Barcelona.	Pl Palestina	Plaça de Palestina	Dolça	F
3798	1991.0	01/08/1991	Lluís Solé i Sabarís (Gavà, 1908 - Capellades, 1985). Geòleg i geògraf. Catedràtic d'història natural i de geografia a Figueres, Tarragona i Barcelona.	Platí	Carrer del Platí	Lluís	M
3800	1991.0	30/10/1991	Nicolau Maria Rubió i Tudurí (Maó, 1891 - Barcelona, 1981). Arquitecte, dissenyador de jardins, urbanista i escriptor. Dissenyà, entre d'altres, els jardins del Palau Reial l'any 1927.	Pl Sòl de Baix	Plaça del Sòl de Baix	Nicolau	M
3804	1994.0	27/07/1994	Maria de l'Aurora Narcisa Anna Bertrana i Salazar (Girona, 1892 - Berga, 1974). Escriptora i musicòloga. Aferrissada defensora del dret de vot per a les dones. Filla de Prudenci Bertrana.	Trvs Castellfollit	Travessia de Castellfollit	Maria	F
3815	1992.0	15/05/1992	Pierre de Frédy, baró de Coubertin (París, 1863 - Ginebra, 1937). Pedagog. Introductor de l'educació física a les escoles. Fou impulsor del moviment olímpic modern i president del Comitè Olímpic Internacional (1896 - 1925).	Jard Dr S Hahneman	Jardins del Doctor Samuel Hahnemann	Pierre	M
3824	1992.0	25/05/1992	Sven Olof Joachim Palme (Estocolm, 1927 - 1986). Polític socialdemòcrata. L'any 1969 esdevingué president del seu partit i primer ministre. Morí en un atemptat.	Antoni Alberdi	Carrer d'Antoni Alberdi	Sven	M
3826	1994.0	30/11/1994	Albert Bastardas i Sampere (Barcelona, 1871 - 1944). Advocat i polític. Membre del Partit Republicà Autonomista. Fou primer tinent d'alcalde de l'Ajuntament de Barcelona i alcalde accidental (1907 - 1909). Diputat provincial, vicepresident de la Mancomunitat de Catalunya i secretari de la Unió Federal Nacionalista Republicana.	Esp Bac de Roda	Espigó de Bac de Roda	Albert	M
3828	1993.0	02/04/1993	Jaume Aguadé i Miró (Reus, 1882 - Mèxic, 1943). Polític, metge i periodista. Alcalde de Barcelona (1931 - 1933).	Esp Bogatell	Espigó del Bogatell	Jaume	M
3829	1992.0	22/06/1992	Miguel Hernández Gilabert (Oriola, 1910 - Alacant, 1942). Poeta.	Esp Mar Bella	Espigó de la Mar Bella	Miguel	M
3830	1992.0	22/06/1992	Carles Soldevila i Zubiburu (Barcelona, 1892 - 1967). Escriptor i periodista. Llicenciat en dret.	Parc Carles I	Parc de Carles I	Carles	M
3831	1992.0	22/06/1992	Juan Ramón Jiménez (Moguer, 1881 - Santurce, 1958). Poeta líric. Premi Nobel de literatura el 1956.	Dolça de Provença	Carrer de Dolça de Provença	Juan	M
3833	1992.0	24/07/1992	Pere Claver Franquesa i Ubach (Manresa, 1903 - Barcelona, 1986). Metge de medicina general del barri i poeta. Creador de les zones de salut amb el president Lluís Companys. Fou comandant mèdic a la Guerra Civil. Empresonat, fou metge de la presó Model. Se sotmeté a un consell de guerra, però el sant pare Pius XII en demanà l'indult. Fou també metge del Club de Futbol del Poble-sec. És considerat com un gran benefactor del barri.	Parc Poblenou	Parc del Poblenou	Pere	M
3836	1993.0	08/02/1993	Lluís Martí-Codolar i Gelabert (Barcelona, 1843 - 1915). Banquer. Propietari de la Granja Vella, que pertangué al monestir de Sant Jeroni de la Vall d'Hebron i que es documentà amb aquest nom el 1722. La reina regent Maria Cristina, l'any 1886, li concedí la gràcia d'ajuntar els cognoms.	Pg Marít Port Olím	Passeig Marítim del Port Olímpic	Lluís	M
3837	1994.0	10/02/1994	Miquel Coll i Alentorn (Barcelona, 1904 - 1990). Enginyer. A la seva vida professional com a enginyer d'indústries tèxtils, hi afegí la vocació i la dedicació a la tasca cultural. El seu compromís cívic el conduí de molt jove a la política. Fou militant d'Unió Democràtica i defensà sempre els ideals de germanor, justícia, democràcia i llibertat per a Catalunya. Fou president de la cambra autonòmica catalana (1984 - 1988). Rebé la Medalla d'Or de la Generalitat.	Parc Nova Icària	Parc de Nova Icària	Miquel	M
3840	1993.0	08/02/1993	Francesc Vidal i Barraquer (Cambrils de Mar, 1868 - Friburg, 1943). Cardenal i arquebisbe de Tarragona (1919 - 1943). Durant la Guerra Civil s'exilià a Lucca i finalment a Suïssa. Les despulles es traslladaren a la seu de Tarragona el 1978.	Lluís Solé Sabarís	Carrer de Lluís Solé i Sabarís	Francesc	M
3841	1993.0	26/02/1993	Juan de Mariana (Talavera de la Reina, 1536 - Toledo, 1624). Historiador i jesuïta.	Ctra C-16	Carretera C-16	Juan	M
3843	1993.0	10/03/1993	Antoni de Moragas i Gallissà (Barcelona, 1913 - 1985). Es titulà l'any 1941. Renovador de l'arquitectura catalana a la postguerra. Fou membre fundador del Grup R, degà del Col·legi d'Arquitectes de Catalunya i Balears (1964 - 1966 i 1972 - 1974), i fundador i president d'ADI-FAD. El 1982 fou elegit acadèmic de la Reial Acadèmia Catalana de Belles Arts de Sant Jordi.	Jard Rubió Tudurí	Jardins de Rubió i Tudurí	Antoni	M
3844	1993.0	08/02/1993	Josep Pallach i Carolà (Figueres, 1920 - l'Hospitalet de Llobregat, 1977). Polític i pedagog. Llicenciat en filosofia i lletres a Montpeller i doctor en ciències de l'educació. Fou secretari del PSC-Reagrupament (1977).	Pg Marít Mar Bella	Passeig Marítim de la Mar Bella	Josep	M
3845	1993.0	08/02/1993	Joan Cornudella i Barberà (les Borges Blanques, 1904 - Barcelona, 1985). Polític. Llicenciat en ciències econòmiques. Diputat al Parlament de Catalunya (1980).	Pl Caramelles	Plaça de les Caramelles	Joan	M
3846	1992.0	09/11/1992	Carmel Tusquellas i Forcén (Barcelona, 1893 - 1967). Torero còmic conegut amb el nom de Charlot's. Debutà a les Arenes de Barcelona el 1916 i des d'aquell moment popularitzà les xarlotades.	Pl Maresme	Plaça del Maresme	Carmel	F
3847	1992.0	26/11/1992	César Vallejo (Santiago de Chuco, 1892 - París, 1938). Poeta, narrador i assagista. Destaca la seva obra poètica pòstuma: España, aparta de mí este cáliz (1937 - 1938).	Aurora Bertrana	Carrer d'Aurora Bertrana	César	M
3848	1992.0	23/11/1992	Ignasi Agustí i Peypoc (Lliçà de Vall, 1913 - Barcelona, 1974). Novel·lista, periodista i poeta.	Can Segalar	Carrer de Can Segalar	Ignasi	M
3850	1992.0	23/11/1992	Elionor Manuel de Villena (València, 1430 - 1490). Escriptora i abadessa coneguda com a Isabel de Villena, nom de religió. Filla natural d'Enric de Villena.	Can Ràbia	Carrer de Can Ràbia	Elionor	M
3851	1992.0	23/11/1992	Pròpiament Ridaura (forma respectuosa amb la tradició gràfica de la caiguda de la lletra u en els compostos de riu quan aquesta u no es pronuncia). Municipi de la Garrotxa, a la capçalera del Ridaura, a l'extrem occidental de la comarca.	Esp Gas	Espigó del Gas	Pròpiament	i
3853	1995.0	22/05/1995	Walter Benjamin (Berlín, 1892 - Portbou, 1940). Escriptor i crític. Després de cursar estudis a la seva ciutat natal i a Tubinga, es doctorà a Berna. Residí temporalment a Eivissa i s'exilià a París el 1933 per fugir dels nazis, ja que era jueu. Entre els seus escrits destaquen: El concepte de la crítica d'art dins el romanticisme alemany i L'origen de la tragèdia alemanya.	Rda Dalt	Ronda de Dalt	Walter	M
3863	1993.0	19/01/1993	Tomàs Dolsa i Ricart (la Canonja, 1819 - Barcelona, 1909). Metge alienista. Creà la Fundació Dolsa, que establí a les Corts l'Institut Frenopàtic (1863). En retirar-se, el succeí com a director el seu fill Lluís Dolsa i Ramon (Vila-seca de Solcina, 1850 - Barcelona, 1908). Precursor de la moderna socioteràpia.	Pl Ocellets	Plaça dels Ocellets	Tomàs	M
3864	1993.0	19/01/1993	Pere Garcia  Fària (Barcelona, 1858 - 1927). Enginyer de camins i arquitecte. Cap del servei de sanejament de l'Ajuntament de Barcelona.	Haifa	Carrer de Haifa	Pere	M
3865	1993.0	08/02/1993	Jordi Rubió i Balaguer (Barcelona, 1887 - 1982). Filòleg, historiador, bibliotecari i investigador. Catedràtic. Director de la Biblioteca de Catalunya; membre de l'Institut d'Estudis Catalans i de l'Acadèmia de Bones Lletres, i corresponent de l'Acadèmia Espanyola. Rebé el Premi d'Honor de les Lletres Catalanes i la Medalla d'Or de la Generalitat de Catalunya (1980).	Pl Robert Gerhard	Plaça de Robert Gerhard	Jordi	M
3867	1993.0	08/02/1993	Darius Rumeu i Freixa (Barcelona, 1886 - 1970). Segon baró de Viver, gran d'Espanya, polític i financer. Líder dels monàrquics liberals catalans. Alcalde de Barcelona (1925 - 1929). Situada al barri del Baró de Viver.	Pl Olof Palme	Plaça d'Olof Palme	Darius	M
